ENTREZ,WEIGHT
7157,1.0
4904,0.9943657294438062
142,0.9722056514686739
25942,0.954533101158118
4790,0.9367268955741108
4869,0.9327659306743279
4089,0.9217922164965182
133746,0.9188442002625761
4087,0.9166252423031411
10153,0.9164739707014622
3191,0.9127493575862689
4088,0.9077764224396008
6125,0.9046977206528941
1869,0.9034965606890097
6627,0.9034672262269554
10921,0.902691199382677
10713,0.9023631079352092
10946,0.8987940859471042
5433,0.8980136263787313
22984,0.8967690575688432
9128,0.8967292967540341
83860,0.8965130362447618
3303,0.8961980230693709
3303,0.8961980230693709
5094,0.8937169177048792
51729,0.8936447812707764
56259,0.8935850564091172
6429,0.8904747624007558
9343,0.8900192680441219
55110,0.888872669670812
55110,0.888872669670812
5971,0.8869527379096003
8926,0.8865719331211057
8926,0.8865719331211057
8926,0.8865719331211057
81608,0.8862495216960706
10528,0.8861727326167097
6774,0.8860665400998433
8761,0.8752368027892563
51741,0.8726698638872832
4602,0.8689069905528224
6599,0.8665974018694593
4522,0.8659650007754385
2099,0.8656142701996365
8833,0.8550829156780004
6776,0.854837750735012
672,0.8540900728486303
57062,0.8484842952096285
3727,0.8461098255391655
2091,0.8431327885810522
4791,0.8415133027589028
4666,0.8404730346651916
55661,0.8400165044185826
55131,0.8395344089734076
4839,0.834715526685923
23246,0.8334539836699371
4609,0.833078968916281
3329,0.8327220270733733
23468,0.8295001180569168
26155,0.8258161129577235
7029,0.8250360824685539
10664,0.8244379167225082
3091,0.8223722233934729
1662,0.8184295984842547
6885,0.813810366227504
4691,0.810679614713093
580,0.8086928510545159
6598,0.808560571866277
545,0.7995367374165054
5810,0.794901071175296
5885,0.79298689686109
1763,0.7916604991311393
472,0.7909657519109263
2734,0.7891282001595967
2734,0.7891282001595967
9790,0.7866622534889729
9790,0.7866622534889729
1439,0.782806924452892
7486,0.7812693452821863
55183,0.7791895545148547
2908,0.7791745771431944
1876,0.7779941115447518
1973,0.777896051636272
84142,0.7771828665182834
4673,0.7764718294154674
5893,0.7729390448665113
4802,0.7723262340682636
23514,0.7689027050954707
9669,0.7688712264224454
7024,0.7633803282930218
1999,0.7616242152862179
8607,0.758839113639042
23028,0.758415102997957
5933,0.7582874050817181
5717,0.7571106029456697
25926,0.7553232305927801
64425,0.7514947388089247
6929,0.7486133167999003
10393,0.7459288134935499
23649,0.7412047669490149
55596,0.7382883273959532
6721,0.732309367986494
51602,0.7320472897900978
3725,0.7295293305574445
10950,0.7290030271940551
79648,0.7275559173431759
55127,0.7260857713781093
5981,0.7176784973807466
3312,0.7057862082107862
5393,0.7036311410997474
387082,0.7027074565779657
7316,0.7026257290931804
3182,0.6967431726077433
2354,0.6943230392086489
26986,0.6918094595186385
