ENTREZ,WEIGHT
80352,0.9999999999999991
79754,0.966421686726842
328,0.9486255189262849
617,0.9395885617184199
8553,0.9341963364200696
109,0.9268698595495604
129303,0.9262573364266853
2049,0.9171939382800858
7975,0.9147147683692376
3280,0.9065347984695862
22839,0.9051729772444013
4084,0.9033633441386275
8870,0.901818152325518
387509,0.8989684701210843
3400,0.89811729058846
91,0.8962346655754247
8853,0.8950545165843158
284207,0.8912599286403049
1649,0.8839899261905044
51343,0.8824591104927899
389792,0.8820612649771178
91746,0.8820427796916981
54708,0.8780949713054849
133,0.8772318629803939
79918,0.8766540017209925
389541,0.8765105015553871
23135,0.8761617568975302
10865,0.8724748802955586
1027,0.8724731630079541
5154,0.8721569391446842
10140,0.8719032552911052
58495,0.8666540156085416
2669,0.8663530605082075
25946,0.8650151354216158
7357,0.862874663488097
9322,0.8604978148422493
221079,0.8603057704399424
678,0.8602624764147135
57162,0.8597218896524303
51232,0.8597060421668603
79755,0.85923590595677
8178,0.8577038722814248
8408,0.8575759455457614
5252,0.8560764803361911
2077,0.8548512208846963
57630,0.8541174090495538
7067,0.8540581481819967
5864,0.8533146983556295
283,0.8532489257434444
114625,0.8532126466426888
57659,0.8530916013580248
353322,0.8501689999819959
10175,0.8481571388853508
54475,0.8475833100674848
127534,0.8472797552600024
54487,0.846560019059269
9572,0.8463410970610301
51649,0.8461761932006642
27113,0.8441186734191559
286343,0.8421646295119141
171568,0.8420081198997407
3475,0.8406735724260095
51016,0.8405427743248817
11213,0.8392970585230639
50650,0.8343244760384225
23469,0.8342299702271871
8676,0.8332758230695045
220213,0.8329274954171142
8720,0.8320205778196152
9516,0.8296333752916514
1942,0.8290599718080855
3226,0.8285631332503058
387763,0.8270374265624323
137075,0.8265124531968411
4092,0.8256956716251285
51526,0.825506232135381
9792,0.8243537929722562
10576,0.8234128641312344
23403,0.8222536024513918
9703,0.8205644297650903
83439,0.8204431646756705
3621,0.8194553346402271
64601,0.8189829788408041
4071,0.8182606082237811
54495,0.8179205797786757
162989,0.8170384472607513
80019,0.815404339335406
124817,0.8151639446383756
5573,0.8145704699583369
571,0.8143974894556152
571,0.8143974894556152
150368,0.8139874665722875
79365,0.8131077125450448
10131,0.8127821826608876
8086,0.8127820889878032
4070,0.8115564824738142
26353,0.8109755765074063
6723,0.8098907469050642
60370,0.8091898742084549
6183,0.8091334651041473
90102,0.8090592830726466
51588,0.8090346975214233
5292,0.809008692657355
1613,0.8087615171157267
140809,0.8070793611041145
2770,0.8062117794666515
6641,0.8052916030073769
11099,0.8051327936703645
90390,0.8036926969243599
84181,0.8022017373060901
84306,0.8018449673198242
23174,0.8010110295534041
7764,0.8009709302982273
63874,0.8006841028447633
441150,0.7981669181501827
29954,0.7965100968783414
64838,0.7961493902397345
5652,0.7958445222161981
51429,0.7946053485260256
56926,0.7941185491622571
84957,0.7936896318318052
64207,0.7915290791308216
1874,0.7915020514641284
3162,0.7903491381237995
7109,0.7901729848639238
29946,0.7897671304897278
154091,0.7895924957362146
1749,0.7874889840614268
60488,0.7874745703091452
3223,0.7873754674196354
8834,0.786877064210679
1059,0.7868202767513877
5930,0.7851025043771225
55715,0.7848114402400324
8850,0.7847085893050592
51126,0.784180175376969
25820,0.7821040692559782
5306,0.7815153664578256
29986,0.7811282823924737
8456,0.7795887024226635
1969,0.7788249213452154
5998,0.777239076380158
6095,0.775550266447385
9761,0.7755285919204153
8482,0.7748127830853937
221749,0.7738913102442355
9639,0.7735809944657817
5032,0.773580472751644
23242,0.7735190773467409
3912,0.7730572735634844
10005,0.7728535516185344
49854,0.7721074590216945
51645,0.771215338595673
93436,0.7707021242550285
1628,0.7706617709127119
51274,0.7700826173252331
80315,0.7692777777370647
79666,0.7692712137028597
8861,0.7689032417790349
56929,0.7676404167230162
56905,0.767413930372209
6018,0.7670647108736359
1407,0.7662506898707084
54454,0.7662099401650213
11252,0.7660700827589846
64118,0.765784272330488
9546,0.7657627743720923
619279,0.7655999794319115
54918,0.7651214962070085
1051,0.7650873643382035
2057,0.7645811913590776
84962,0.7639865382307862
26168,0.7627109252720912
3091,0.7615886069343549
11080,0.7607168324760529
8897,0.760328780558253
51755,0.7602909848993198
25865,0.7602136463357319
55102,0.7600402991393658
90379,0.7596519737769567
81558,0.7595031241583783
85378,0.7587254891900281
10672,0.7586110013161145
10810,0.7576919329950291
359948,0.757171433746505
57216,0.7565077311294433
9923,0.7562769408732999
81572,0.7561556121392625
144501,0.7561390453795367
55863,0.7545916080808732
9252,0.7532997495149178
415116,0.7525040714497049
58506,0.7516778780960509
9989,0.7514932673394528
5914,0.750836138476596
1594,0.7503504510663772
84418,0.7500084927313688
5155,0.7498695187880227
8809,0.7498388963757412
9022,0.7497751515499074
1960,0.7494537516215765
1104,0.7487256963759146
7262,0.74869940775279
379,0.7486120250405373
8884,0.7472554448407518
29116,0.7467123881843349
1844,0.7464084768195693
23492,0.7449086176644286
283337,0.7448293924785938
8535,0.7443843043740443
57466,0.7438235924914451
4830,0.7434392539778454
283629,0.743212049725611
348938,0.742329785733828
1389,0.741338943571173
85450,0.7403887015222077
646,0.7400192964038794
51421,0.739915161940651
113791,0.7392120069332595
23401,0.7390339529205736
91748,0.7389366965503879
8444,0.7388907668004867
5793,0.7387756707647091
57513,0.7385679549256414
64131,0.7384943470266974
353,0.7382086548199247
4627,0.7374934780726337
51605,0.7374854785463025
997,0.7366794424988647
3726,0.7363568286834736
24145,0.7361371570931103
25984,0.7361246960803536
2644,0.7360559830101696
5345,0.7358313012863009
64919,0.7356144254185173
114990,0.7354384071117712
1747,0.7354037580857167
5440,0.7353493114796059
5926,0.7352327127367895
2778,0.7348470281611164
1907,0.7347948530710031
441478,0.7336816772018846
1786,0.733671128693226
26090,0.7324342961706511
84557,0.7324291303934629
9343,0.7318251732772749
64763,0.7315311432980796
2625,0.7312756536299583
79650,0.7302406596125763
84461,0.7299776957976931
9777,0.7291091081868011
10915,0.7283345443424531
5128,0.7278351841371373
144097,0.7271820387334023
29985,0.7267300103273042
9412,0.7261762153608471
93129,0.7246076411766413
8971,0.7243699361947993
10999,0.724333987107685
83541,0.7233405108199102
7515,0.7227546646373888
10785,0.7225399777342894
64651,0.7220583138337817
55003,0.7216511107660635
1326,0.7211966057815893
23548,0.7211146120346443
55030,0.7206913486057278
131583,0.7202904779452561
55534,0.7202014394694904
51621,0.7182318120522382
11345,0.7180913983346775
79877,0.7180401390021771
3205,0.7177528783745606
60528,0.7173613573941102
2634,0.716584265214717
54520,0.7164503685579424
79575,0.7161003191694721
26511,0.7160284365004008
84662,0.7156851913982019
9518,0.7154069156321974
57018,0.7144958559645929
5187,0.7141972463408264
59277,0.7131592208084099
5976,0.7128419193221891
5770,0.7126116551530357
11211,0.7123195555972694
91860,0.7120323940672479
10514,0.7120170161353716
8660,0.7118206173280415
84525,0.7116094667447106
389208,0.710681619772247
113802,0.710515102224889
5684,0.7104350549944787
