,Autosomal_dominant,Clinvar,Drug_bank,GWAS_nearest,Genes_withSNPs_allSNPs_100kb,Genes_withSNPs_all_SNPs_10kb,Genes_withSNPs_r01_100kb,Genes_withSNPs_r01_10kb,Genes_withSNPs_r03_100kb,Genes_withSNPs_r03_10kb,Genes_withSNPs_r05_100kb,Genes_withSNPs_r05_10kb,Haploinsufficient,MGI_essential,MissenseZ_Samocha,OMIM_diseasegenes,Olfactory,TF,Universe,eQTL_deficient,highPLI_Exac,highPhi,highShet_Cassa,high_EDS
0,1.06655200630047,0.9852620441319521,0.7750202006186695,0.9112672515636421,1.2024519915679028,1.1020560969527227,1.2502436325088706,1.2611040445938804,1.2807797101859633,1.2466533080431201,1.3258439897859942,1.2007386576766375,1.7042883240921765,1.243613321248577,1.1191981739651369,1.0379108448162928,0.0,1.896159312810336,1.0,0.4598873255486826,0.9556301029550512,0.46975342042204526,1.2014552241006513,1.0965016883939833
1,1.0012081539407784,1.0493000968329917,0.8070815626021576,1.0205963880093096,0.9364710174096811,0.8846289137533616,0.8970226045883941,1.0048750936504962,0.9300318315377081,0.9045606096689687,0.9139196342637151,0.9421153028441842,1.0361079910141207,1.1736835824645144,1.3101960124962035,1.0902214442834917,0.0,1.2631542799305957,1.0,0.9480726715161888,1.1979638218923934,0.9407430340557276,1.2723635895123364,0.9749382286619008
2,1.1871059544417581,1.0470396116737581,0.8708836089535984,0.9922023732299204,0.6510812449347169,0.6762061598718178,0.7012588429098748,0.7039125967387403,0.6670234889340978,0.7341430603984406,0.6265500459026129,0.6652800280246968,1.5267014486229238,1.0373699504265894,1.0238087604021693,1.097482019947896,0.0,1.218485112213335,1.0,0.7328166953390035,1.1445898860533008,0.8836907208499747,1.0746582926479633,0.954042276262522
3,0.8838190760625589,1.0356377240992627,0.7134873673335211,0.9933845752056768,0.7639635290760457,0.7564528474831675,0.6895637277976833,0.6309665864141637,0.7141861796423689,0.7050933983060679,0.7114272498147527,0.7711299733119924,0.9136118728051186,0.9678907388839462,0.8811245476221062,1.008046372195984,0.30269161038391806,0.9487029829379787,1.0,0.8120994424934388,1.1119283646756175,1.1947415915741706,1.0677566966052043,0.9788500344912938
4,0.7523910978856213,1.001516150296638,0.6531627067151987,0.969393123270612,0.9957713157825083,0.9594817133316332,0.9383040855836354,0.9801314638134359,0.9220618817618411,0.9788574138645874,0.9446446845916319,1.0248908539839923,0.7938847532839205,0.9656623501666869,0.8669348374373207,0.8984038860968824,0.9104692275423982,0.9118985355919154,1.0,0.9228062089454118,0.9513474377585875,0.9426034355733064,0.9561598497324083,0.8855703425594703
5,0.9678345488094192,1.0255015379357486,0.9312479568486433,1.1002711989691443,0.7357986565361779,0.7113510852862083,0.729446953181771,0.7114159955047761,0.7440254652301665,0.7688765182186235,0.7407559140874322,0.7357471888878391,0.5485277599486521,0.9160457228991332,1.062989217685599,1.0087095605987446,0.9086722488038278,0.9414814508799471,1.0,1.0835116245899301,1.071862366956352,1.4895098039215686,0.9012575425712384,1.0250518759295686
6,1.0192360565809067,1.0398507947915063,1.1500523735873451,1.0067448978800857,0.7271996715009433,0.7214202081109412,0.7304080163611937,0.747970967605812,0.7744138570906871,0.7336594351939619,0.7417318770835949,0.7277322045685171,0.6713061152350654,0.9936903537816685,1.0148832313963683,1.0814554264893315,1.2131592605900907,0.8091696088590499,1.0,1.0578156967340424,1.0844158288539993,1.4718476323335659,0.9146953543739239,1.1130763863116921
7,1.120226745740814,0.9494893372942154,1.3063254134303974,1.051126268958134,1.3021624898694337,1.3067227143468911,1.2741181793714627,1.2296194727841285,1.25557362622889,1.1329368216025317,1.2723785547560753,1.1237838311227986,1.343497274788173,1.0995165373185047,0.858678315176013,0.9443449939086547,2.427917940113062,0.8568701756855067,1.0,1.221361158898339,0.9327664331148652,1.2175294376155208,0.8989537048766233,1.022514209965574
8,0.8838190760625589,0.8799677530446761,1.4269747346670423,0.9801141705750667,1.4037829846772336,1.4946779155089094,1.5071892907577933,1.4929913594025281,1.447939103932474,1.5096230450911967,1.4613100266465189,1.452593670657474,0.7308894982440949,0.7199581358200782,0.7987764590592925,0.8502209300844916,2.7242244934552624,0.6115606005715896,1.0,1.5971289035704297,0.6449184515118581,0.39171855461448224,0.7987798188344276,0.9651916619169968
9,1.118015771900536,0.9865584415584415,1.3658303367113436,0.9750679246036899,1.2804807789071146,1.3862226277372265,1.2814608636977058,1.2360852921895487,1.2628853291406772,1.2844760657299357,1.260247074616281,1.3548515307568743,0.7313703465982029,0.8826482225851023,1.062989217685599,0.9832370969472612,1.5144537480063796,0.5413518342559697,1.0,1.164774996434175,0.9049633824821794,0.9995394736842105,0.9134918078550107,0.9840498008923859
