,Autosomal_dominant,Clinvar,Drug_bank,GWAS_nearest,Genes_withSNPs_allSNPs_100kb,Genes_withSNPs_all_SNPs_10kb,Genes_withSNPs_r01_100kb,Genes_withSNPs_r01_10kb,Genes_withSNPs_r03_100kb,Genes_withSNPs_r03_10kb,Genes_withSNPs_r05_100kb,Genes_withSNPs_r05_10kb,Haploinsufficient,MGI_essential,MissenseZ_Samocha,OMIM_diseasegenes,Olfactory,TF,Universe,eGenes_ENTREZ_Whole_Blood.v7.signif_variant_gene_pairs,eQTL_deficient,highPLI_Exac,highPhi,highShet_Cassa,high_EDS
0,1.1528683181225554,0.841086320139726,0.6551819949986107,0.9192641134646444,0.8326271186440678,0.8367287300659598,1.1801014279994662,0.8201998482165445,1.0975539291217258,0.8008474576271186,1.1822033898305087,0.829485129517109,0.0,1.0312354221738453,1.2993463555521776,1.0145241199478487,0.0,1.9338436303991253,1.0,1.1018223524913981,0.5709443099273608,1.399674897720631,1.8971250804548379,1.5460328022859828,0.9842952554974481
1,1.2489406779661016,0.9715997146441663,0.16379549874965268,1.105305660237251,0.9713983050847457,0.5906320447524422,1.0227545709328707,0.6710726030862636,0.9461671802773497,0.8389830508474576,0.9915254237288136,1.0180044771346337,2.103479036574487,1.145817135748717,1.5233715892680704,0.7993220338983051,0.0,1.3352729828946341,1.0,1.0016566840830892,0.5709443099273608,1.3566079777907656,1.138275048272903,1.3152816377656866,0.8914372125259907
2,0.8683306055646481,0.8446654108637248,0.49347750261597484,1.011097387616229,1.0684397163120567,1.0874331831044963,1.1456190316635952,0.9360114322006986,0.7981624758220504,1.1489361702127658,0.8808510638297873,0.9844720995584102,1.0562150055991042,1.081651376146789,1.1698883694303979,0.8335973813420622,0.0,1.5259143053240516,1.0,1.031067029275316,0.5733738601823708,0.9515040352164343,0.8890923781308915,0.9501056459142057,0.9511824725144348
3,0.38592471358428804,1.1796189358614086,0.49347750261597484,1.011097387616229,0.7432624113475177,0.5931453726024526,0.7505779862623555,0.8985709749126707,0.722147001934236,0.7276595744680852,0.6893617021276596,0.6058289843436371,1.584322508398656,1.1046652352137418,0.8099227172979677,1.1114631751227495,0.0,0.8785567212471812,1.0,1.031067029275316,0.2866869300911854,1.1677549523110784,1.2701319687584163,0.9964522627880693,1.0444356560942814
4,0.8610029211295035,0.9386195366610938,1.141730649512347,1.0461546993497581,0.6909282700421941,0.9802332107002557,0.979268414233031,1.0766106177970904,0.9798619102416571,1.139240506329114,0.9873417721518988,0.9010747551946501,1.5709526982011992,1.0040645685750784,0.8923199182607708,0.9796299902629015,0.0,1.100390830076416,1.0,1.0223660416864948,0.8528028933092223,1.157900480139677,0.25188271110398974,1.1948431607565704,1.0911015952190484
5,0.9648117839607201,1.0339869684711114,1.4804325078479246,0.9121856866537719,0.9290780141843971,1.038004402054292,1.0271067180432232,0.8985709749126707,1.1402321083172147,0.9191489361702128,1.1106382978723404,1.0223364110798876,1.584322508398656,1.2197345305485068,1.4398626085297204,1.0805891980360065,0.0,0.9247965486812433,1.0,0.8927531594944809,0.8600607902735561,1.038004402054292,1.1431187718825746,0.9732789543511375,0.969833109230404
6,0.38428943937418514,0.8265848318614548,1.1465684912475689,0.8207715298791468,1.341454802259887,1.5257994489438091,0.9834178566662217,1.0811725271945358,1.5517141756548536,1.2203389830508475,1.2966101694915255,1.3950431723696832,0.0,0.8937373658839994,0.5824656076613209,0.7378357235984355,0.0,0.46043895961883935,1.0,0.9515738498789346,0.2854721549636804,0.7536710987726475,1.138275048272903,0.8076290758210357,1.0400100812803226
7,1.4410853976531943,1.1311160857051488,0.9827729924979162,1.0505875582453081,1.2489406779661016,0.6890707188778493,0.9047444281329241,0.9693270933468252,0.9840138674884438,0.9533898305084745,0.9915254237288136,0.904892868564119,1.0517395182872435,0.9854027367438967,0.7168807478908565,1.1682398956975228,0.0,0.7827462313520269,1.0,0.939053141327896,0.2854721549636804,0.7321376388077148,0.7588500321819353,0.6691783771088582,1.0028668640917395
8,1.640180032733224,1.223308526078498,1.315940006975933,1.0330777656078862,1.1613475177304964,1.5817209936065404,1.1456190316635952,1.5350587488091458,0.988201160541586,1.225531914893617,0.9574468085106383,1.3631152147731833,1.0562150055991042,0.8515127854772595,0.8549184238145215,1.4202029459901802,0.0,0.6011177566428081,1.0,1.1065109582466806,3.7269300911854097,0.7568782098312545,0.7620791812550498,0.7647191784187509,0.9511824725144348
9,1.0523369036027264,1.010821039481178,2.12035692052293,1.0897444784893315,1.0133614627285514,1.0782565317702812,0.8617562045250673,1.1137351218590592,0.7914269275028769,1.0253164556962024,0.9113924050632911,0.9761643181275376,0.0,0.6845894785739172,0.7138559346086166,0.857176241480039,0.0,0.45849617919850666,1.0,0.9226230132292758,1.989873417721519,0.6861632474901789,0.7556481333119692,0.7812436051100652,1.0726083478424544
