,Autosomal_dominant,Clinvar,Drug_bank,GWAS_nearest,Genes_withSNPs_allSNPs_100kb,Genes_withSNPs_all_SNPs_10kb,Genes_withSNPs_r01_100kb,Genes_withSNPs_r01_10kb,Genes_withSNPs_r03_100kb,Genes_withSNPs_r03_10kb,Genes_withSNPs_r05_100kb,Genes_withSNPs_r05_10kb,Haploinsufficient,MGI_essential,MissenseZ_Samocha,OMIM_diseasegenes,Olfactory,TF,Universe,eQTL_deficient,highPLI_Exac,highPhi,highShet_Cassa,high_EDS
0,0.16884374714389314,0.0411004244479509,0.20988618289382707,0.03356049876501578,0.046574880822712175,0.04517398828924957,0.04426300516894122,0.05273633465786107,0.045850910049038136,0.04910609132193062,0.05132829466286691,0.049050346041415796,0.45238620453190176,0.08458613487478646,0.11090542078476708,0.07868450588177103,0.0,0.07106497025686265,0.0,0.049723538003468404,0.07011844858576839,0.1758320336943133,0.07595888674382352,0.06383436372072986
1,0.133901831840231,0.04004353782993509,0.17399653685165542,0.03351959401765485,0.04706714499475816,0.04503481133032018,0.04818670022977187,0.04933070460546731,0.04655987777063394,0.04586345398500389,0.047124028585111694,0.047006135724538795,0.391134561103527,0.07527658048601547,0.09951784282876489,0.0720577694426902,0.0,0.07092499882622272,0.0,0.03154905916896387,0.06608950464987152,0.17821492345689965,0.06907505382731366,0.05992728845129069
2,0.12040509063146977,0.03887516492635421,0.16968354406794786,0.03351959401765485,0.04263474443493157,0.042643786384636645,0.04247791098016492,0.049102180140885986,0.041112413316042616,0.05095921448636943,0.04558449834200978,0.04958278131808585,0.283362908100457,0.06772538967524486,0.09399845840692254,0.06637982895011177,0.0,0.07240574572659726,0.0,0.04980313640080644,0.0631549160071795,0.16032091164681955,0.06774049273121294,0.06075844672270762
3,0.10990581387057938,0.03857065156909086,0.13241034838422208,0.032759401006752474,0.045960988190093546,0.044988045043869745,0.046897482772912356,0.04882154393459596,0.04651157244740121,0.04890396292162529,0.04855388221705667,0.046470078692529615,0.37354696177251057,0.0618675722110791,0.08341640942161203,0.0671630013287059,0.0,0.07494032472957284,0.0,0.044521695048066925,0.05890861771711799,0.14309966993652642,0.058221072819109265,0.06003718556084199
4,0.09320100380689883,0.038005093713315556,0.11710854001811878,0.03272125624916842,0.04994384594037355,0.04812657042506142,0.05003794645085941,0.05411385100188588,0.049657836794301656,0.05168467556089199,0.05346576561025484,0.05165298147603853,0.21613603359480782,0.054379469184289445,0.07829156459999628,0.061938589758309154,0.0,0.0736571529722025,0.0,0.07176685720121598,0.054226004679628674,0.13037252505671237,0.056288797892910435,0.05750545409390383
5,0.10297199091689889,0.03660792349356458,0.16059465811667775,0.03222032621503445,0.05265103743122671,0.056326077723644404,0.05346428200808667,0.060558354679061455,0.05532236800540748,0.06156499437301287,0.06081461346344861,0.06244783497748662,0.2314903012727076,0.05274232996358749,0.06782926982556842,0.06150976254372828,0.02778817011643909,0.08351841928116233,0.0,0.10459387002326226,0.0503633818652597,0.12437003613134882,0.051442804276835154,0.0561225468484933
6,0.10113811353005527,0.036912000261467744,0.1628948502266282,0.03197311549405438,0.06923374444924238,0.067996663295048,0.06912880829430522,0.07223002508190447,0.06910378903967083,0.07135853840094568,0.07141598214886286,0.07160929631701327,0.16386408742231653,0.049268991908067994,0.06814496217883788,0.059360690473364376,0.078449490986862,0.08130279163320074,0.0,0.12776161436018818,0.04250296360062165,0.08704576678294532,0.04487810357454772,0.057890659566998404
7,0.09628001054369052,0.034643586676658504,0.15085662304467848,0.031159899932398864,0.07606651780887609,0.07584044501363088,0.075527512362277,0.0764713200122805,0.07582746603485802,0.07693344932919326,0.07671074056142996,0.07799791643358177,0.20037016527899099,0.047022657899456866,0.05956261697005797,0.055270694593612495,0.1779135934362144,0.08363093436063705,0.0,0.14897108793680539,0.03643033001199606,0.07117014756345616,0.043427142307391864,0.05792410444825274
8,0.09628001054369052,0.03286251337978645,0.1694144325280327,0.02989769911498355,0.08559818927043945,0.08351213313618899,0.08589854215547943,0.085522677575202,0.08550689021437013,0.08615579147305266,0.08979434711318723,0.08672161168251673,0.20037016527899099,0.041781852176258454,0.05196714045204864,0.05131661670223943,0.30862745168426037,0.08101459154293954,0.0,0.18519718768203347,0.029606418098842662,0.05316142174401174,0.04009461629591712,0.04994356567778039
9,0.11550534387077596,0.0342471163005345,0.18391002124366257,0.03078387043488188,0.08862313418873745,0.08739292818299843,0.0889118661146391,0.09040562621698324,0.08827352785726399,0.09155113955229709,0.0935637668532934,0.09150596447917506,0.16360190578191203,0.036873734729616546,0.0532221355258766,0.05999943602385001,0.35043566314536273,0.07225721746217444,0.0,0.2212883863243146,0.022681605908776475,0.0649871263951147,0.038432081737119365,0.045553240683787355
