,Autosomal_dominant,Clinvar,Drug_bank,GWAS_nearest,Haploinsufficient,MGI_essential,MissenseZ_Samocha,OMIM_diseasegenes,Olfactory,TF,Universe,eGenes_ENTREZ_Whole_Blood.v7.signif_variant_gene_pairs,eQTL_deficient,highPLI_Exac,highPhi,highShet_Cassa,high_EDS,indSNPs_r01_100kb,indSNPs_r01_10kb,indSNPs_r03_100kb,indSNPs_r03_10kb,indSNPs_r05_100kb,indSNPs_r05_10kb
0,2.210322619477549,1.420168508163051,1.6381885090218422,1.1845379307356494,2.5398977161272245,2.4704747897493573,2.1211458444468154,1.6411588153448617,0.0,0.8468779829498699,1.0,1.1962232687946974,0.15766130119442423,2.171048509178006,1.955319179602485,2.1553404891206496,1.3034580248729388,0.4219301636387064,0.5413934110022375,0.4714965328172876,0.46816058325774323,0.47408587972741745,0.4717747018631974
1,1.3396031620434214,1.250739663095491,1.1124190000594494,1.1705777880853714,1.8874650246910332,1.714373271285208,1.6315992962037,1.3131718242562245,0.0,0.8418112972208542,1.0,1.328909358928162,0.06316574763744508,1.7526601511728017,2.009107502636881,1.6028036301124662,1.1102920038834276,0.4980730296748591,0.5372414729474673,0.46231117331169774,0.4888657489050496,0.4348597488999246,0.4922207964864821
2,1.0716825296347372,1.1161046603597828,1.0567980500564769,1.1705777880853714,0.9847643607083651,1.3005590333887784,1.430253000076435,1.0803399405228513,0.0,0.8803675398416567,1.0,1.2586226400672629,0.1579143690936127,1.5262891727434378,1.6039093508445688,1.5184455443170732,1.1485779350518217,0.39242117489534356,0.4920529378397364,0.3927159429206895,0.5088194529419904,0.3848758697160252,0.48237638055675247
3,0.8874187938964626,1.0876235572938242,0.6389571827305659,1.0473236017149217,1.7214954744986026,1.0460839725337854,1.095817540665579,1.1117467341180565,0.0,0.9500373582598803,1.0,1.3389186182222756,0.12619645359100465,1.2608404839082084,1.2648906762757737,1.0341970952560406,1.1167541615867833,0.46738663923572976,0.5266360278054902,0.4965774055157458,0.4983093645783318,0.4943114457122441,0.4621929601898669
4,0.6328558329700723,1.03723178445122,0.49925293489861255,1.0456469897591347,0.5729132039820145,0.7790956807780964,0.9555742720666925,0.92419845623092,0.0,0.9164720114313427,1.0,1.1493006338074183,0.3307353827404058,1.0227929258971236,1.043969037562023,0.9560569415906023,1.0080518150151718,0.5318674482336979,0.5958986885951344,0.5602341771950669,0.5671632743242834,0.5383855913035464,0.584179933657177
5,0.7751449875724937,0.9185387760461993,0.9450505050505049,0.9765451427719376,0.656158499167178,0.7258978251014374,0.7008655536353994,0.907558761348091,0.027795603089720736,1.2074495616895375,1.0,1.0847773000109135,0.7102346530811924,0.8535792603503141,0.944956759340253,0.7741464024069291,0.9489833437285918,0.6687705909225271,0.6523742350044787,0.6955801369026441,0.7129634514493391,0.6944043827307167,0.6887406075329031
6,0.7469578971153121,0.9419410378562935,0.9728461081402257,0.9480097327558745,0.328079249583589,0.6246097564826322,0.7078048165426806,0.8377465489366993,0.2223648247177659,1.1368009171225963,1.0,0.931209429226236,1.073243475767135,0.5793369277076429,0.4556041518247648,0.5710287819734279,1.0216877128045727,1.2168607744605382,1.2947119433165806,1.2570126759740639,1.2763541508463694,1.2339416009675326,1.2987680027763318
7,0.6757674250631996,0.78508629463609,0.8329772079772079,0.8662329520219254,0.4915931063472047,0.5649208563590681,0.5337523856941332,0.7159729676008746,1.1661680911680912,1.212575293769132,1.0,0.7343799058084772,1.4820162312275877,0.4143483747800295,0.30341159683486835,0.5321355736905334,1.0244186236538053,1.4717325945969162,1.5539996056545704,1.5087889050153203,1.5738164288239027,1.4821421713583471,1.6069825782215161
8,0.6757674250631996,0.681836732314222,1.0551044634377968,0.7585476855914117,0.4915931063472047,0.438446037771217,0.40204725156181464,0.6090419399721725,3.692865622032288,1.12917064393316,1.0,0.5826080586080585,2.3649195179163636,0.2671006052301016,0.1685619982415935,0.4479126771351972,0.7262669346799366,2.0795129493621958,1.739476977942374,1.8959123740653037,1.7680532665584983,2.0410644716685655,1.7789837716091403
9,0.9849680034290098,0.7613023566331469,1.2487987186332086,0.8325324790888058,0.3275537622644482,0.3370861155315283,0.4226170420894631,0.8596381877103019,4.8841905439876605,0.8784874169589196,1.0,0.39635342188129924,3.5297276085026974,0.1540142304583608,0.25270800377063246,0.4094108399655407,0.5921645931568561,2.2490927676288544,2.064212927088794,2.2570145659507848,2.1354644755103003,2.219532420536307,2.1316760821506886
