,Autosomal_dominant,Clinvar,Drug_bank,GWAS_nearest,Haploinsufficient,MGI_essential,MissenseZ_Samocha,OMIM_diseasegenes,Olfactory,TF,Universe,eGenes_ENTREZ_Whole_Blood.v7.signif_variant_gene_pairs,eQTL_deficient,highPLI_Exac,highPhi,highShet_Cassa,high_EDS,indSNPs_r01_100kb,indSNPs_r01_10kb,indSNPs_r03_100kb,indSNPs_r03_10kb,indSNPs_r05_100kb,indSNPs_r05_10kb
0,1.722005842259007,1.0252613400451949,0.8155218925088192,1.0243598097799715,1.5709526982011992,1.346359307862037,1.740023840608503,1.040856864654333,0.0,2.2924808959925334,1.0,0.9350908917864282,1.4213381555153706,1.0078022697512004,1.3853549110719436,1.4705761978542402,1.1650745847254245,1.865506329113924,1.6792180740265983,1.7455029980013326,1.5177000643638705,1.792678754704071,1.5112962666239385
1,0.48240589198036005,0.6990334434734273,0.32898500174398326,1.0001071986204004,0.5281075027995521,0.8745266445442125,0.9449098368476291,0.5248576104746318,0.0,1.2947151681537405,1.0,0.8298832186850105,0.8600607902735561,0.9947542186353632,1.2701319687584163,1.1354921134096605,1.0630862928102507,1.0612929623567922,1.1007810395906275,1.1442329227323629,1.2329967544175982,1.2203565267395053,1.1431187718825746
2,0.28821707953063885,0.8555878084179971,0.8189774937482633,1.0943620398388625,1.0517395182872435,1.0312354221738453,1.2097362620658205,0.8300651890482399,0.0,1.5654924627040538,1.0,1.0767809353893207,0.2854721549636804,1.0982064582115723,1.2647500536365586,1.0383802403413316,1.2071545586289456,0.9607235984354628,0.9274833726668097,0.9640945584299734,1.058424303361103,1.0351580393953275,1.0961167131516842
3,1.4472176759410802,1.1213661489052897,0.8224625043599582,1.088028710587029,0.5281075027995521,0.9895959398789771,0.7199313042648602,1.2349590834697217,0.0,0.9710363761153055,1.0,1.0184930411134219,0.8600607902735561,1.0812545854732207,1.0161055750067332,0.8342391037295465,0.8765799256505575,0.9165711947626842,1.2277942364664691,1.1002239641657336,1.0204111071042192,0.9943645773433006,1.1007810395906275
4,1.5371577574967406,1.0006026912007084,1.1465684912475689,0.8973768726678673,0.5258697591436218,1.05415176488882,1.0305160750931064,1.137496740547588,0.0,0.5064828555807233,1.0,0.9640945584299734,1.7128329297820823,0.8613383985973114,0.7588500321819353,0.8537793087250949,0.9100088211202821,0.8166150586701435,0.9696417077880284,0.876449598572703,1.016087331226659,0.9001374255611543,0.9274833726668097
5,0.9648117839607201,0.9757341815149925,1.9739100104638994,0.8462445526788003,1.584322508398656,1.0126097989459302,0.8999141303310753,1.1114631751227495,0.0,0.8785567212471812,1.0,0.9807710766277395,2.866869300911854,0.9082538517975055,0.8890923781308915,0.9269323374772738,1.025785019378312,1.1095335515548281,0.9737678427147859,1.0562150055991042,1.0204111071042192,0.9491661874640598,0.9737678427147859
6,0.7718494271685761,1.0194237717320815,1.1514475061039415,0.8682249306704575,1.0562150055991042,0.9205543626781183,1.2598797824635055,1.1114631751227495,0.0,0.6011177566428081,1.0,1.0436410174372102,0.5733738601823708,1.0596294937637565,0.6350659843792081,1.1123188049727286,0.9138811990824961,0.7236088379705401,0.4233773229194721,0.7481522956326988,0.5527226830147853,0.7231742380678551,0.6774037166711554
7,0.8646512385919166,1.0006026912007084,1.6379549874965267,1.0724747990420853,1.5776092774308654,1.05415176488882,0.7168807478908565,1.0452672750977836,0.0,0.46043895961883935,1.0,1.0642602268382821,0.2854721549636804,1.0551395382817066,1.0118000429092469,0.8076290758210357,0.9842952554974481,0.672506518904824,0.674533361939498,0.6135147190008922,0.6350545820166619,0.5850893266147503,0.674533361939498
8,0.5764341590612777,1.0731101325920642,0.8189774937482633,1.1162492806356397,0.5258697591436218,0.8249883377390764,0.7168807478908565,0.8300651890482399,0.0,0.6446145434663751,1.0,1.0266981011851664,0.5709443099273608,1.0551395382817066,0.7588500321819353,0.9691548909852429,0.8914372125259907,1.008759778357236,1.0539583780304655,1.0079170383586085,0.9737503590922149,0.9901511681172698,0.9274833726668097
9,1.3393378773125608,1.2274255479414304,0.48931313550529154,0.9916674754252915,1.0473017988007993,0.8899663221460922,0.7584719305216552,1.1326971762414801,0.0,0.7794435046374614,1.0,1.059769677357952,0.5685352622061481,0.8791466608467917,1.007530844415959,0.8501768643844827,0.9616488635828901,0.8610029211295035,0.965550392565294,0.7418387741505663,0.9696417077880283,0.806705439616832,0.965550392565294
