ENTREZ,WEIGHT
1434,1.0
10606,0.997873883042881
5901,0.9881511183591298
7157,0.9852373219909054
7520,0.9771450812474813
4173,0.9766637223499799
10492,0.9688330259965712
26135,0.9684587751814648
890,0.9671668040592654
22948,0.9658392915264946
6632,0.9626622690282629
5902,0.9616349533479756
4085,0.9596725837951081
4176,0.9572765540140273
7534,0.9572427640105725
6241,0.9525738703747149
1019,0.9505836920997992
10576,0.9505757508543802
3015,0.9504694311529402
6240,0.9502610933986082
7431,0.9472769003941905
6418,0.9460120820497584
10856,0.9456690325579387
6637,0.9453191817473587
9319,0.9450853729881754
142,0.9441378840773318
2130,0.9433460446401409
5591,0.943060824935132
7398,0.9399576804538201
6434,0.9389282457373533
7153,0.9386650851425105
11222,0.9371722372165041
6790,0.9366404652328995
1965,0.9364851405706851
2237,0.9350395941850256
3065,0.9344409096127952
11030,0.934273577561781
3838,0.9341501208015768
5036,0.933834208761416
6597,0.9336754684841078
6059,0.9333100238765324
10213,0.931218467640113
9184,0.9306489649993888
6426,0.9302079707754836
3326,0.9296793456156709
3014,0.9293475093700012
1854,0.9290687192556539
3609,0.9281165531654454
5691,0.9279522369831277
7329,0.9276290386541091
10980,0.927568500294488
509,0.9275050193878547
4172,0.9271930306504257
8520,0.9268892050495199
3320,0.9268799623359771
891,0.9266327353958228
5682,0.9266228330999011
5682,0.9266228330999011
3329,0.9265677313275049
3184,0.9264637588912139
9221,0.9263376111231383
10236,0.926321343635842
991,0.925357598645858
1058,0.9244778599259313
3066,0.9241381171531704
5985,0.9235046203375619
10772,0.9232741469248307
3735,0.9226908671166147
672,0.9221770393887794
6950,0.9220547296009634
908,0.9216294666151719
10921,0.92116445150627
5683,0.9207986788113207
5683,0.9207986788113207
3161,0.9192972896499041
5111,0.9186074871310408
7913,0.9181637240011482
3308,0.918022538686573
5245,0.9172863373861948
3183,0.9172700496177322
7083,0.917202520626516
7334,0.9167377819637392
3276,0.9165431208764767
4678,0.9157711075798696
6119,0.9154113911342094
10987,0.915091748462397
3336,0.9148109856918467
4869,0.9148029509917353
1660,0.9140042094719703
1719,0.9140014726339312
10657,0.913871319533049
10971,0.9137500106504233
4436,0.9136904370290095
3608,0.9130632092009312
6636,0.9129538971714344
7532,0.9124516551750981
10574,0.9123553688399102
5717,0.9114674668188407
27258,0.9111107293176428
5686,0.910995751994554
2885,0.9107754750369668
4609,0.9104322647115468
7443,0.9103679003066052
1111,0.9102972696797478
4174,0.9100624805599327
9521,0.9100602127567885
2534,0.90991934295263
1164,0.9095751332035986
471,0.90942524288978
2956,0.9089997212038834
3301,0.9087058853778918
5685,0.9084961660514135
396,0.9081031045697707
6627,0.9076559456779392
4171,0.9075472363217372
6628,0.907530705706062
6635,0.907226059952569
11073,0.9068900708417773
6427,0.9066930624399803
8833,0.9066067393100612
11335,0.9063456495507038
6921,0.906317983586995
7323,0.9060659582414139
6428,0.9049361136598959
6741,0.9047071789818881
8886,0.9046095532995473
5706,0.9043578489626865
990,0.9043350735586004
4175,0.9036727340271629
5984,0.9035423793657287
6633,0.9032508752318471
3182,0.9024074365731007
3832,0.9018103610941206
5684,0.9013190167182836
5885,0.9011703765441172
9126,0.9011565029752373
11065,0.9010739954043541
4288,0.9009543396178654
328,0.9009070287435732
5725,0.9007819942008155
158,0.9007144154944029
10197,0.9002339241435451
1503,0.9000022065339379
3843,0.8999905727992885
1665,0.899950383873851
6599,0.8992926074402174
22827,0.8990985644675924
5689,0.8990687179328016
5515,0.89885619996999
2260,0.8985942821233683
7874,0.8985171434315631
7280,0.898471580128744
1956,0.8982421365284496
6749,0.8982395594869048
11004,0.8977430882561028
966,0.8972379006014393
7341,0.8971711612093651
1163,0.8969186037959456
1163,0.8969186037959456
22823,0.8968858662236954
10212,0.8967602182085805
2547,0.8964811807528987
1033,0.8962795052135479
1977,0.8954405990826986
10051,0.8947957514810503
2618,0.8947462950009335
7884,0.894710951891442
10036,0.8944068901598139
81542,0.8942691680354706
23246,0.8942031253969396
5707,0.8939870027531285
10146,0.8939545134934703
2739,0.893948321893735
3312,0.8933390829663308
7027,0.8931773920756376
23710,0.8926249606457355
51203,0.8920324080643904
899,0.8920224518060793
7298,0.8919745419624392
6502,0.891881384277011
220988,0.891879941877828
22974,0.8918610095078316
10728,0.8918315090204414
10797,0.8916808440878872
4087,0.890730480585108
7203,0.8905074829551514
3939,0.8902908354373895
6310,0.8900649723354372
10528,0.8898893906730889
701,0.8898028951038701
8317,0.889733434397409
11340,0.8895729817443532
5690,0.889513306766494
1937,0.8894885867738902
5052,0.8885573746349025
3146,0.8885105831197961
7531,0.888343831403162
81611,0.8877916858685648
8428,0.8873705860366357
332,0.8872361275503351
7371,0.8864089623216613
51377,0.8863274846949105
22919,0.8861869195527206
10969,0.8849850417008569
6929,0.8847991908378505
9055,0.884645250892022
7514,0.8846371227372176
25804,0.8843239329662391
262,0.884230368999005
3148,0.8836954166420812
86,0.8834592690627481
5557,0.8834328489914998
7112,0.8833869974886981
3190,0.8831416042326643
10615,0.8826762598017395
7965,0.882599856812535
55660,0.882107318613498
996,0.8816937583380757
9768,0.8813840276912193
23234,0.8807441582763436
5688,0.88042403723569
25,0.8802493764897432
2305,0.8799461135759694
50628,0.8799412256008783
10979,0.8794037808005544
9833,0.8793967243045544
5694,0.8791821447743551
8533,0.8789374727014512
6634,0.8788896855325277
4751,0.8785630695965154
5757,0.8783516641017701
467,0.8782845642086723
2189,0.878131887753167
3313,0.8780320104498136
1786,0.8779154804322375
5970,0.8776603131685361
11331,0.8774859079455308
27338,0.8773158813143946
4089,0.8772101641380914
1387,0.8768616104496714
518,0.8768048242045929
4830,0.8764224353081054
7150,0.8764019334359345
2091,0.8761229335629661
23397,0.8757565018947313
8607,0.8756326863949351
960,0.8755657372936259
8813,0.8750613299864682
10128,0.875022257545822
203068,0.8746423687146339
4691,0.8745929738352674
5427,0.8745909759263781
4831,0.8745273908153757
4831,0.8745273908153757
29889,0.8744151448155615
2146,0.874054177637617
1457,0.873649680557784
51053,0.8731227136631725
10403,0.8730972665117387
10054,0.8728673033547145
23165,0.8726438568228712
6880,0.872316558323547
10535,0.8722284625011647
23421,0.8719249333970829
6117,0.8714115373189733
25843,0.8713126072218127
25843,0.8713126072218127
5692,0.8712983823376967
7283,0.8712970060827718
81620,0.8707821314384965
9128,0.8704737223433863
10951,0.8703453371939158
8682,0.8698764452215442
1031,0.8698129689407288
324,0.869789097464714
994,0.8696385912421636
6772,0.8695833127503514
7529,0.8691051373210223
7295,0.8689170003326814
57122,0.8686207483152069
7374,0.8685973433224794
8662,0.8681774845431871
1017,0.8678515022454647
27101,0.8678326577330857
10592,0.8675186352984108
6745,0.8675182467461631
3192,0.867413967935857
8667,0.8671948343784073
8878,0.8669706923112077
5982,0.8666605895740891
4726,0.8665324317317167
334,0.866351458686756
10452,0.8661426663346898
10914,0.8661214868542655
52,0.8661168587810042
1107,0.8660733058323358
79023,0.8659924385007791
5347,0.8658803490873721
65125,0.8650350593441865
865,0.8649070135091645
8125,0.8648545617872194
64151,0.864712638251359
9804,0.8645498733642594
5718,0.8643857419841929
3646,0.8643360211410482
5701,0.8643229763014502
1063,0.8642841385757953
307,0.8640908671929004
51514,0.8636472861325692
10440,0.8635818253099969
1026,0.8634730777455262
9869,0.8634344696810332
5437,0.8633028884535097
9802,0.8632612697881561
5719,0.8631993777100682
55388,0.8631360035594118
8872,0.8630886243184934
10926,0.8630689631928541
60,0.8630339926180979
60,0.8630339926180979
87,0.8629237865875456
6731,0.862802625599399
6421,0.8627764651665886
6713,0.8625768333333714
9787,0.8623346841420789
5714,0.8620803242564639
4706,0.8620210670673385
708,0.8619271150746408
5983,0.8619121688263134
5695,0.8617972247564358
5501,0.861396043071128
3837,0.861357849552358
10425,0.8613116915109214
9837,0.8611979736614312
4179,0.8611410591939468
6182,0.8610159092691316
5928,0.8607754631690274
4522,0.8607097341148608
516,0.8605333890114661
1537,0.8602890303912307
641,0.8602478920866186
7419,0.8602451931605319
6647,0.8601633363319419
3091,0.860103506562031
8487,0.8599343949539056
81631,0.8597215464344219
11161,0.8597075767933935
26271,0.8595366655609962
5411,0.8595366532145066
1841,0.8595039216179576
55854,0.8594577764168698
7372,0.8586299271103823
56902,0.8585135885292379
7316,0.8584044518692744
302,0.8582032936642847
2288,0.8581115763861398
7555,0.8579992127818996
595,0.8579004182162673
8883,0.8578368436738593
11007,0.8577668592622485
55651,0.8577603663752518
6472,0.8576141562535604
55215,0.8574643971746909
7422,0.857251477687587
6626,0.8568688044926069
515,0.8568380085951035
3945,0.8568031521183699
3983,0.8567687756895999
1653,0.8566506599383317
23636,0.8558972061477457
4088,0.8557082278202417
10972,0.8556937879755173
9097,0.8556791249391911
4677,0.8554140068990195
4690,0.8551696985043027
2271,0.855088275811198
1495,0.8547902492081316
6631,0.8546247844072266
23404,0.8545668349253175
3178,0.8543395679287671
2023,0.8539192211009861
5932,0.8539178600898598
4683,0.853886937681996
55355,0.8538355482355235
6732,0.8538064029483978
10989,0.8535999385351098
79017,0.8533375736632673
26292,0.8532127406152141
3925,0.8529768488715996
9232,0.8529297227666348
55872,0.8526880643071346
5499,0.8526774617677291
7347,0.8525755212014037
5888,0.8523433106870217
10248,0.8523179547349884
9861,0.8522082949460446
29127,0.8521884317824551
1869,0.8521248560877084
51631,0.8520748394226818
51631,0.8520748394226818
3376,0.8516596010124422
5352,0.8515851021975802
7167,0.8510552469817376
5425,0.8508179351778546
27089,0.8503709395230725
3181,0.850291494111989
10733,0.8502497912929645
6160,0.8501742968572106
6124,0.8500615338522746
5433,0.8497067297783683
7528,0.8495755769904834
7384,0.8494949299532191
11137,0.8493741842515841
2058,0.8492976749179526
7407,0.8492965686231306
4673,0.8491772843178105
7019,0.8489854095862404
9146,0.848943875601341
539,0.8489285769677486
5441,0.8489090595881681
11051,0.8486669940566869
79084,0.8486278408700012
8894,0.84832862604081
821,0.8481344002742963
11260,0.8480643746089493
378,0.8480521493622313
2597,0.8477928323117994
51593,0.8477431975648397
5001,0.8477402486141155
301,0.8473837906045101
84708,0.8473270911799442
26354,0.8472408181273856
6201,0.8469998108546524
7088,0.8468774976098195
5573,0.8467572615877228
3725,0.8465784175713671
51096,0.8464935942600373
8553,0.846367022497059
51491,0.8463268794676377
1936,0.8462929888485262
4217,0.8462806635129354
5889,0.8462429316047049
8624,0.8461474042329036
8161,0.8461349873192865
826,0.8460925408959077
9188,0.8459749751725045
7322,0.8456162356963075
6194,0.8455999718471099
6613,0.8454980541629442
10460,0.8454096511269855
4942,0.845075272179473
2665,0.8448744954316152
4605,0.8448351347416001
3835,0.8448296353683615
23310,0.844578007892512
1856,0.8444772901883288
3106,0.8443282910934895
